protein,degree,clustering_coefficient,drug_target
GRB10,15,0.6952380952380952,0
SH2B2,8,0.6785714285714286,0
TXNDC9,16,0.325,0
FGF10,55,0.2808080808080808,0
KITLG,51,0.3952941176470588,0
FGF16,48,0.32978723404255317,0
FGF7,59,0.3383985973115137,0
IGF2,61,0.17868852459016393,0
SLC2A4,27,0.32763532763532766,0
IRS4-2,5,0.9,0
PRKCB,100,0.1195959595959596,1
PRKCE,52,0.10407239819004525,1
INS-IGF2,6,0.6,0
PTPRF,8,0.6428571428571429,0
PTPN1,35,0.30756302521008405,1
OTC,29,0.21428571428571427,1
GYS2,35,0.3042016806722689,0
PGM2L1,18,0.43790849673202614,0
PGM2,52,0.2986425339366516,0
PYGM,60,0.20395480225988702,1
PYGB,47,0.25624421831637373,1
PYGL,46,0.26859903381642514,1
PGM5,24,0.3804347826086957,0
PGM1,30,0.2597701149425287,0
GBE1,22,0.5194805194805194,0
PUDP,7,0.38095238095238093,0
G6PC2,45,0.3282828282828283,0
PFKM,48,0.4849290780141844,0
G6PC,46,0.35942028985507246,0
G6PC3,39,0.41970310391363025,0
H6PD,85,0.25126050420168067,1
ENO3,46,0.4782608695652174,0
GCK,58,0.2516636418632789,0
MB,30,0.12643678160919541,1
GPI,97,0.24291237113402062,1
PHKA2,16,0.6416666666666667,0
PHKG2,15,0.6952380952380952,0
GYG2,16,0.7333333333333333,0
CALML4,193,0.09936312607944732,0
PHKA1,15,0.6857142857142857,0
CALML6,189,0.10193628278734662,0
CALML5,202,0.09437958721245258,0
CALML3,200,0.09432160804020101,0
CALM3,234,0.07868383404864092,1
PHKB,17,0.5808823529411765,0
GYS1,36,0.29365079365079366,0
GYG1,18,0.6209150326797386,0
MGAM2,19,0.47953216374269003,0
RIPK3,42,0.26364692218350755,0
MGAM,33,0.2196969696969697,1
AMY2B,19,0.5029239766081871,1
AMY1B,22,0.39826839826839827,0
AMY2A,22,0.41125541125541126,1
UGP2,22,0.45021645021645024,0
AGL,27,0.41025641025641024,0
PFKP,40,0.573076923076923,0
PPP1R3B,16,0.5583333333333333,0
STBD1,10,0.8444444444444444,0
PFKL,43,0.5559246954595792,0
FYN,158,0.15455938079496895,1
LYN,125,0.2150967741935484,1
CLEC10A,1,0.0,0
MS4A2,13,0.3717948717948718,0
LILRA4,9,0.5,0
LOC102723407,90,0.12084893882646691,0
CPA3,7,0.38095238095238093,0
SYK,123,0.18459282953485273,1
KIT,145,0.1503831417624521,1
CLEC4C,10,0.37777777777777777,0
FCAR,13,0.44871794871794873,0
PYCR3,12,0.6363636363636364,1
LAP3,30,0.2896551724137931,0
PRODH2,7,0.8095238095238095,0
LOC102724788,23,0.23715415019762845,0
PRODH,22,0.24675324675324675,1
PYCR2,12,0.6515151515151515,1
PYCR1,19,0.2807017543859649,1
P4HB,53,0.18650217706821481,1
HIF1A,144,0.16423853923853923,1
PDIA3,50,0.20326530612244897,1
EGLN1,35,0.23697478991596638,1
PDIA4,25,0.44,0
COL13A1,5,0.5,0
P3H2,4,0.5,1
CTSG,32,0.1774193548387097,0
ELANE,49,0.15136054421768708,1
MPO,73,0.1754185692541857,1
TNF,363,0.10577903596487223,1
CXCL12,112,0.33204633204633205,1
CXCL10,124,0.35798583792289534,1
CTSS,48,0.11081560283687943,1
FGF2,130,0.2022659511031604,1
CXCL8,192,0.1950261780104712,1
SPP1,70,0.25300207039337475,0
IL1B,279,0.13697429153451432,1
LCN2,39,0.18218623481781376,0
TGFB1,163,0.16602287358933576,1
MMP7,25,0.39,0
IL10,231,0.1865612648221344,0
MMP2,76,0.2336842105263158,1
MMP3,42,0.3403019744483159,0
MMP1,34,0.46702317290552586,0
PLAU,41,0.25,1
CDH1,118,0.15529479936259596,0
THBS2,42,0.5098722415795587,0
NCF4,36,0.30634920634920637,1
NCF2,42,0.25551684088269455,1
NCF1,54,0.20055904961565338,1
IBSP,26,0.4338461538461538,0
HBEGF,28,0.37037037037037035,0
CYBA,33,0.39204545454545453,1
CYBB,63,0.2160778289810548,1
COL18A1,37,0.25225225225225223,0
TIMP4,9,0.6111111111111112,0
SRC,358,0.09157629532259831,1
TIMP3,16,0.39166666666666666,0
TIMP2,20,0.42105263157894735,0
PLAT,44,0.19556025369978858,1
CTSB,29,0.21182266009852216,0
LRP1,46,0.16521739130434782,1
TLR4,212,0.1522847178753465,1
DMP1,15,0.3619047619047619,0
SDC1,82,0.16350496838301717,0
CTSK,26,0.2153846153846154,0
FGF4,61,0.26010928961748636,1
PECAM1,92,0.23483038700430003,0
FGF1,53,0.4629898403483309,1
NRP1,68,0.1514486391571554,1
FLT1,74,0.2284339133654202,1
HGF,93,0.3291257597007948,1
FLT4,64,0.24950396825396826,1
KDR,136,0.17222222222222222,1
FGF3,54,0.39552760307477286,0
TGFA,42,0.47502903600464574,0
ANGPT2,42,0.397212543554007,1
VEGFC,44,0.37420718816067655,0
NRP2,25,0.3433333333333333,0
PGF,40,0.37051282051282053,1
FGF8,59,0.3015780245470485,0
FGF17,61,0.2896174863387978,0
FGF18,54,0.3522012578616352,0
FGF5,53,0.34760522496371554,0
FGF6,51,0.3380392156862745,0
ANGPT1,40,0.41410256410256413,0
DLL4,12,0.45454545454545453,0
CDH5,58,0.19177253478523895,1
EFNB2,34,0.29590017825311943,0
LYVE1,20,0.21052631578947367,1
PROX1,6,0.6666666666666666,0
VEGFD,32,0.36693548387096775,0
ANGPT4,15,0.3523809523809524,0
EFNA1,28,0.291005291005291,0
SOX18,4,0.5,0
FOXC2,4,0.6666666666666666,0
PDGFA,29,0.6133004926108374,0
PTK2,130,0.2199165175909362,1
PDGFC,33,0.5,0
VEGFB,37,0.3258258258258258,1
SALL4,8,0.6071428571428571,0
NR0B1,51,0.23686274509803923,1
ESRRB,23,0.233201581027668,1
POU5F1,39,0.23346828609986506,0
NANOG,44,0.20718816067653276,0
AMH,28,0.24074074074074073,0
WT1,15,0.26666666666666666,0
DMRT1,7,0.8571428571428571,0
SRY,18,0.33986928104575165,0
GATA4,19,0.22807017543859648,0
SOX9,24,0.2246376811594203,0
RPL18A,128,0.6072834645669292,0
NUFIP2,21,1.0,0
LARP4B,21,1.0,0
DHX9,126,0.20914285714285713,0
ABCF1,21,1.0,0
RPS23,220,0.33084267330842676,0
RPL39,92,0.7357859531772575,0
RPL38,114,0.6727216270765409,0
RPL36A,75,0.870990990990991,0
RPL32,119,0.6286853724540664,0
RPL31,133,0.5789473684210527,0
RPS26,126,0.5765079365079365,0
RPS29,111,0.6622440622440623,0
RPL30,138,0.5439543002221517,0
RPS28,129,0.5319767441860465,1
RPL8,148,0.5213274498988785,0
RPS21,123,0.584432893509263,0
RPL7A,136,0.5485838779956427,0
RPL36,106,0.6806828391734052,0
RPL6,129,0.6047722868217055,0
RPL19,128,0.5994094488188977,0
NR5A2,15,0.2857142857142857,0
WNT4,32,0.5443548387096774,0
MC2R,24,0.3007246376811594,1
ESRRG,13,0.3974358974358974,1
NRIP1,36,0.32857142857142857,0
AR,103,0.16790405482581383,1
PPARG,132,0.14781401804302569,1
GK2,10,0.35555555555555557,0
GK,10,0.35555555555555557,0
LHX9,3,1.0,0
GNA11,63,0.16948284690220175,0
GNA14,30,0.3080459770114943,0
CYSLTR1,10,0.4666666666666667,1
GNG7,48,0.3723404255319149,0
TBXA2R,15,0.3523809523809524,1
CYSLTR2,12,0.48484848484848486,1
PLCB4,46,0.29178743961352654,0
LTC4S,12,0.3484848484848485,1
LTB4R2,9,0.3611111111111111,0
ALOX5AP,10,0.3111111111111111,0
AGXT2,58,0.22988505747126436,1
GADL1,31,0.43010752688172044,1
CSAD,14,0.5494505494505495,1
CDO1,18,0.5751633986928104,1
BAAT,18,0.20261437908496732,1
ADO,5,1.0,0
F12,26,0.3476923076923077,1
F13A1,9,0.5555555555555556,1
F2,87,0.1756214915797915,1
FGG,40,0.4230769230769231,1
FGA,59,0.25248392752776155,1
FGB,42,0.3426248548199768,1
APLNR,18,0.5098039215686274,0
F13B,14,0.4945054945054945,1
HMOX1,59,0.22384570426651082,1
FTL,15,0.29523809523809524,1
IREB2,22,0.2683982683982684,0
HAMP,19,0.3567251461988304,0
FTH1,25,0.35333333333333333,1
SLC40A1,16,0.44166666666666665,0
SLC11A2,23,0.22924901185770752,1
TFRC,54,0.13696715583508037,1
HFE,15,0.45714285714285713,0
SCARA5,2,1.0,0
NCOA4,9,0.25,0
PANK1,9,0.6111111111111112,0
PLA2G6,45,0.18484848484848485,0
PANK2,9,0.6111111111111112,0
MAPK1,187,0.12282214938761428,1
KSR1,25,0.36666666666666664,0
RELA,166,0.15823293172690764,1
NFKB1,210,0.1645933014354067,1
YWHAB,61,0.1644808743169399,1
HSP90AB1,239,0.09732428536268063,0
BAD,34,0.25846702317290554,0
HSP90AA1,289,0.08472702806612842,1
BRAF,73,0.23401826484018265,1
NRAS,99,0.23809523809523808,0
RAF1,87,0.2020850040096231,1
HRAS,125,0.18864516129032258,0
AKT1,373,0.08502695378938568,1
KRAS,161,0.16335403726708075,1
ARRB1,102,0.10541642399534071,0
MAPK3,200,0.12035175879396985,1
MAP2K1,71,0.2112676056338028,1
MAP2K2,41,0.2975609756097561,1
CDC37,54,0.3312368972746331,0
ARAF,47,0.211840888066605,1
RRAS2,27,0.3162393162393162,0
MRAS,23,0.28063241106719367,0
RAP1B,43,0.2901439645625692,0
RAP1A,55,0.23973063973063974,0
RRAS,29,0.32019704433497537,0
RHOA,175,0.09655172413793103,0
SHOC2,16,0.4,0
YWHAH,31,0.3204301075268817,0
YWHAQ,50,0.24571428571428572,0
YWHAE,46,0.24541062801932367,0
YWHAG,39,0.30364372469635625,0
YWHAZ,86,0.14336525307797537,0
PEBP1,41,0.5768292682926829,1
PAK1,46,0.16521739130434782,1
SFN,52,0.17345399698340874,0
PAK2,36,0.20317460317460317,1
PAK4,33,0.1856060606060606,1
BAG1,23,0.5889328063241107,0
PHB,28,0.2275132275132275,0
TSC22D3,4,0.5,0
PRKG1,63,0.10291858678955453,0
F9,24,0.40942028985507245,1
PROC,36,0.29523809523809524,1
ALB,216,0.09862187769164513,1
F5,22,0.37662337662337664,1
THBD,48,0.1870567375886525,1
F10,31,0.34623655913978496,1
F11,24,0.48188405797101447,1
F7,29,0.3251231527093596,1
F3,56,0.25,1
F8,27,0.29914529914529914,1
SERPINC1,52,0.3031674208144796,1
PROS1,20,0.16842105263157894,1
SERPINA1,63,0.2345110087045571,1
LMAN1,47,0.24051803885291398,1
MCFD2,7,0.2857142857142857,1
AHSG,57,0.2706766917293233,1
CFH,45,0.18888888888888888,1
SERPINE2,7,0.5714285714285714,0
MMRN1,1,0.0,0
CKM,25,0.33666666666666667,1
LDHAL6A,48,0.3324468085106383,1
CALM2,69,0.10187553282182438,1
ASB9,7,0.38095238095238093,0
GAMT,11,0.18181818181818182,1
CKB,12,0.15151515151515152,1
SLC6A8,5,0.4,0
ELOB,19,0.3742690058479532,0
ELOC,40,0.3525641025641026,0
MYH7B,12,0.6818181818181818,0
LDHAL6B,43,0.2868217054263566,1
ENO1,86,0.20191518467852257,1
PCK2,36,0.2873015873015873,1
PDHA2,39,0.3900134952766532,1
PCK1,46,0.21256038647342995,1
PKM,117,0.19260241674034778,1
ENO4,32,0.7016129032258065,0
ENO2,53,0.3381712626995646,0
RRM2,108,0.3096227068189685,1
NME2,48,0.41932624113475175,0
RRM1,73,0.2484779299847793,1
TPI1,68,0.29280070237050043,1
LDHC,47,0.34320074005550416,1
LDHA,70,0.2815734989648033,1
G6PD,69,0.3137254901960784,1
PGAM2,31,0.7655913978494624,0
TKTL1,62,0.42147012162876785,0
TKTL2,61,0.4306010928961749,0
PGAM4,33,0.7803030303030303,0
TKT,68,0.3674275680421422,1
ALDOC,50,0.5877551020408164,0
PGAM1,35,0.6941176470588235,1
TALDO1,76,0.3087719298245614,0
ALDOA,53,0.5246734397677794,1
GAPDH,202,0.11822077730161076,1
PGK1,57,0.34273182957393483,1
CTNNB1,334,0.07725090359820899,1
LDHD,13,0.8076923076923077,0
ME2,19,0.6608187134502924,1
ME1,26,0.5169230769230769,1
ME3,21,0.6904761904761905,1
AK4,33,0.5435606060606061,0
AK2,42,0.4169570267131243,0
ITPA,92,0.305303392259914,1
AK3,54,0.37037037037037035,0
FGFR1,106,0.1656783468104223,1
GNA12,47,0.2072155411655874,0
GRK2,46,0.20676328502415459,0
EDNRA,24,0.2391304347826087,1
EDNRB,28,0.21957671957671956,1
PHOX2B,7,0.5714285714285714,0
SOX10,16,0.2833333333333333,0
GDNF,48,0.17287234042553193,1
RET,55,0.1542087542087542,1
EDN3,24,0.17028985507246377,0
GNA13,60,0.15028248587570622,0
AGT,103,0.12297734627831715,1
NOS3,71,0.15653923541247486,1
ECE2,7,0.5238095238095238,0
ECE1,7,0.5238095238095238,0
EDN2,10,0.5555555555555556,0
GFRA1,14,0.5164835164835165,0
RARS1,61,0.38579234972677595,0
RARA,58,0.21173623714458562,1
RARB,19,0.3333333333333333,1
RARG,13,0.47435897435897434,1
NCOA3,60,0.2751412429378531,0
PAX8,26,0.20615384615384616,0
NR1H2,22,0.4155844155844156,1
NR1H4,46,0.18840579710144928,1
RPS18,200,0.3594472361809045,1
MED16,23,0.6758893280632411,0
NR4A2,13,0.2948717948717949,0
RING1,79,0.39597533268419344,0
KIFC1,8,0.8928571428571429,0
SLC39A7,9,0.6944444444444444,0
RGL2,10,0.5777777777777777,0
LCP2,61,0.31475409836065577,0
TREM2,28,0.25132275132275134,0
HCK,64,0.3531746031746032,1
CD247,85,0.2605042016806723,1
TYROBP,74,0.1725286930766383,0
PLCG2,121,0.20055096418732782,0
LAT,26,0.6861538461538461,0
VAV1,82,0.31105088828666067,0
BTK,68,0.24187884108867427,1
ZAP70,75,0.2904504504504504,1
ITGB2,129,0.17296511627906977,0
HCST,25,0.52,0
KIR2DL4,5,1.0,0
NCR3,18,0.6666666666666666,0
FCGR3B,103,0.30097087378640774,1
FCGR3A,124,0.2601626016260163,1
NCR2,17,0.5955882352941176,0
NCR1,30,0.5448275862068965,0
CLEC5A,5,0.6,0
CLEC7A,30,0.37701149425287356,0
FCGR1A,55,0.3023569023569024,1
C3AR1,19,0.39766081871345027,0
LILRA2,5,0.7,0
FCGR2A,49,0.3137755102040816,1
CLEC6A,6,0.8666666666666667,0
CD300C,21,0.49047619047619045,0
CD300E,2,1.0,0
CLEC4E,11,0.2909090909090909,1
CSF1R,109,0.16292898402990147,1
OSCAR,8,0.5,0
FCGR2B,48,0.32269503546099293,1
CARD9,31,0.30752688172043013,0
CLEC4D,6,0.8666666666666667,0
FAAH,25,0.19666666666666666,1
GPR18,8,0.35714285714285715,1
GPR55,19,0.22807017543859648,1
CNR2,10,0.26666666666666666,1
CNR1,40,0.28717948717948716,1
IL17C,8,0.5,0
GJE1,1,0.0,0
ZC3H12D,1,0.0,0
VPS52,2,1.0,0
UBIAD1,9,0.25,0
GDA,13,0.38461538461538464,0
HAL,12,0.15151515151515152,1
AGMAT,12,0.3484848484848485,0
PAH,22,0.35064935064935066,1
ARG2,32,0.18548387096774194,1
ARG1,46,0.2618357487922705,1
HDC,17,0.09558823529411764,1
AMDHD1,5,0.4,0
UROC1,3,1.0,0
KAT2A,91,0.2984126984126984,0
KAT2B,116,0.23568215892053973,0
TAF9B,34,0.9233511586452763,0
SUPT20H,33,0.9621212121212122,0
ENY2,47,0.5346901017576319,0
TAF12,36,0.8333333333333334,0
TRRAP,75,0.34774774774774775,0
TADA2A,34,0.9090909090909091,0
TAF9,65,0.5317307692307692,0
SGF29,37,0.7912912912912913,0
TAF10,35,0.8823529411764706,0
SUPT3H,35,0.8823529411764706,0
TADA3,35,0.8823529411764706,0
HARS2,40,0.7128205128205128,0
CARS1,41,0.6658536585365854,1
EEFSEC,39,0.6153846153846154,0
SEPSECS,14,0.2967032967032967,1
PSTK,10,0.5777777777777777,0
RHEB,32,0.4314516129032258,0
METTL1,16,0.35833333333333334,0
NDUFAF2,47,0.9851988899167438,0
COX7C,102,0.6383226557949913,1
KCNQ1,55,0.18451178451178452,1
RYR2,75,0.18234234234234234,1
KCNJ5,37,0.35285285285285284,1
CACNA1C,120,0.18025210084033613,1
KCNE5,18,0.32679738562091504,1
KCNE4,14,0.5164835164835165,1
KCNQ4,19,0.39766081871345027,1
KCNH2,35,0.2,1
KCNJ2,30,0.2597701149425287,1
KCNE2,22,0.4935064935064935,1
AKAP9,29,0.4064039408866995,0
KCNE3,33,0.2708333333333333,1
KCNE1,24,0.39492753623188404,1
STUB1,57,0.2731829573934837,0
HSPA4,179,0.12146130186428974,0
KCND3,31,0.1978494623655914,1
CAV3,61,0.21366120218579235,0
KCNA5,23,0.18181818181818182,1
KCNA4,18,0.3333333333333333,1
KCNA3,19,0.2807017543859649,1
KCNA2,27,0.19658119658119658,1
NOS1AP,6,0.2,0
RNF207,1,0.0,0
KCNC4,10,0.3333333333333333,1
CACNB2,53,0.5094339622641509,1
KCND2,28,0.1111111111111111,1
KCNH1-2,1,0.0,0
KCNH6,5,0.3,1
IDI2,21,0.5761904761904761,0
FA2H,1,0.0,0
CYP39A1,7,0.6666666666666666,0
CYP8B1,21,0.24285714285714285,0
SDS,32,0.3528225806451613,1
SDSL,33,0.3371212121212121,1
BCAT2,26,0.3169230769230769,1
BCAT1,26,0.31384615384615383,1
CTH,50,0.22040816326530613,1
MPST,24,0.2898550724637681,0
TST,26,0.2676923076923077,0
TSG101,53,0.30406386066763424,0
PKLR,90,0.27091136079900124,1
DERA,46,0.44154589371980674,0
ALDOB,52,0.528657616892911,0
GLYCTK,42,0.3554006968641115,0
CKMT1B,10,0.3111111111111111,0
CKMT2,12,0.24242424242424243,1
CKMT1A,6,0.6,1
TRPC5,23,0.5059288537549407,0
CACNA1H,68,0.3555750658472344,1
CACNA1I,18,0.5555555555555556,1
CACNA1G,49,0.3273809523809524,1
TRPC4,17,0.4264705882352941,0
TRPC1,42,0.3077816492450639,0
CATSPER3,34,0.9180035650623886,0
SCN8A,34,0.3244206773618538,1
SCN1A,43,0.20155038759689922,1
ESR2,56,0.2519480519480519,1
ODC1,24,0.13043478260869565,1
ASS1,47,0.1887141535615171,1
AASS,10,0.13333333333333333,1
SRM,17,0.29411764705882354,0
PHYKPL,4,0.16666666666666666,1
AZIN1,3,0.3333333333333333,0
AZIN2,19,0.2573099415204678,1
SOD2-2,31,0.3634408602150538,0
SOD2,69,0.24168797953964194,1
LIPT1,21,0.24285714285714285,1
SNRNP40,66,0.8037296037296038,0
MECR,19,0.36257309941520466,0
LIPT2,11,0.2909090909090909,0
OXSM,15,0.3238095238095238,0
ACSM1,3,0.3333333333333333,0
ART3,3,0.6666666666666666,0
NFU1,27,0.43304843304843305,0
LIAS,17,0.4852941176470588,1
PLA2G3,28,0.41534391534391535,0
PLD2,72,0.1838810641627543,1
ALOX15,39,0.39946018893387314,0
LPCAT1,30,0.5241379310344828,0
LPCAT2,27,0.5299145299145299,0
PLA2G1B,31,0.3333333333333333,1
ALOX5,44,0.3128964059196617,1
PLA2G7,46,0.41642512077294686,0
PLB1,29,0.42857142857142855,0
PLAAT3,44,0.37209302325581395,0
PLA2G15,19,0.6140350877192983,0
PLA2G2A,34,0.39572192513368987,1
PLA2G12A,24,0.4855072463768116,0
PLA2G10,29,0.42610837438423643,1
PLA2G12B,12,0.5757575757575758,0
LPCAT4,36,0.4126984126984127,0
PLA2G4A,48,0.2402482269503546,1
LYPLA1,12,0.6666666666666666,0
CHPT1,38,0.3385490753911807,0
PAFAH1B2,12,0.7121212121212122,0
PAFAH2,19,0.6549707602339181,0
ALOX12,26,0.6492307692307693,0
FADS2,10,0.28888888888888886,1
PLA2R1,6,0.26666666666666666,0
GDPD1,13,0.34615384615384615,0
GDPD3,9,0.5833333333333334,0
NOD2,59,0.2799532437171245,1
SLC22A5,1,0.0,1
NT5C1A,59,0.46697837521917007,0
ENTPD8,62,0.42993125330512955,0
ENTPD4,38,0.6088193456614509,0
CANT1,48,0.5062056737588653,0
ENTPD5,43,0.5559246954595792,0
AMPD3,54,0.5136268343815513,0
AMPD2,51,0.5270588235294118,0
AMPD1,44,0.6141649048625792,0
NT5C1B,58,0.46823956442831216,0
NT5C1B-RDH14,58,0.46823956442831216,0
GMPS,98,0.18199032190195666,1
GMPR,50,0.49714285714285716,0
ADSS2,52,0.42835595776772245,1
IMPDH1,62,0.3183500793231095,1
IMPDH2,44,0.4725158562367865,1
HPRT1,68,0.3165057067603161,1
GUK1,53,0.2910014513788099,0
ADSS1,51,0.4266666666666667,1
APRT,80,0.3031645569620253,1
PNP,55,0.2632996632996633,1
NT5C3A,51,0.5137254901960784,0
NT5M,60,0.4553672316384181,0
NT5C2,53,0.49201741654571846,0
NT5C,61,0.44371584699453553,0
ENTPD6,38,0.5519203413940256,0
ENTPD3,64,0.37896825396825395,0
ENTPD1,65,0.34759615384615383,0
XDH,43,0.09413067552602436,1
PDE1B,48,0.3129432624113475,1
PDE2A,41,0.348780487804878,1
PDE1A,44,0.29809725158562367,1
PDE3B,51,0.22431372549019607,1
PDE6A,65,0.2533653846153846,1
PDE6H,16,0.39166666666666666,1
PDE6B,57,0.2362155388471178,1
PDE6G,51,0.2596078431372549,1
PDE10A,46,0.2956521739130435,1
PDE5A,34,0.27450980392156865,1
PDE6C,34,0.19964349376114082,1
PDE9A,27,0.17094017094017094,1
PDE3A,36,0.2873015873015873,1
PDE11A,37,0.2672672672672673,1
PDE6D,10,0.4444444444444444,0
TPMT,24,0.3115942028985507,1
CPB2,27,0.36752136752136755,1
APOH,70,0.3064182194616977,1
SERPIND1,28,0.43386243386243384,1
C5,39,0.3562753036437247,1
SERPINF2,26,0.52,1
CRP,104,0.16616878267363705,0
AFP,28,0.3386243386243386,0
AMBP,33,0.3996212121212121,0
APOA1,99,0.20552463409606267,1
APOC3,56,0.40584415584415584,1
TFPI,25,0.35333333333333333,1
BDKRB1,17,0.2647058823529412,1
BDKRB2,22,0.33766233766233766,1
GGCX,21,0.15714285714285714,1
F2R,41,0.19878048780487806,1
SERPINA5,19,0.23391812865497075,1
F2RL3,11,0.2727272727272727,1
F2RL2,2,1.0,0
GP1BA,30,0.3057471264367816,1
LPAR5,15,0.7333333333333333,0
LPAR3,21,0.4857142857142857,0
LPAR4,16,0.6416666666666667,1
LPAR6,20,0.4263157894736842,1
LPAR2,20,0.4789473684210526,0
LPAR1,24,0.4746376811594203,0
CXCR4,147,0.24312738794147795,1
AGTR1,46,0.1855072463768116,1
PDK4,19,0.2573099415204678,1
PDP2,9,0.8055555555555556,0
PDK2,11,0.6727272727272727,0
PDK3,11,0.6545454545454545,0
PDP1,7,0.6190476190476191,0
DHTKD1,22,0.6363636363636364,0
MMUT,34,0.19607843137254902,1
ACSS2,49,0.37244897959183676,1
ACSS1,48,0.3820921985815603,0
ACLY,66,0.2540792540792541,1
RNF8,20,0.43157894736842106,0
PDK1,15,0.4,1
MLYCD,20,0.47368421052631576,0
ACAA1,69,0.27621483375959077,0
ALDH6A1,36,0.5079365079365079,1
HADHB,61,0.326775956284153,0
ACAA2,59,0.3489187609585038,1
ACOT12,19,0.543859649122807,0
ACAT1,51,0.34901960784313724,1
GSR,82,0.24601023788015658,1
TXNRD2,44,0.23995771670190275,0
RPIA,22,0.5324675324675324,1
GNG12,45,0.2585858585858586,0
CHRM5,7,0.8095238095238095,1
GRM5,50,0.18857142857142858,1
CHRM3,9,0.6111111111111112,1
CHRM1,37,0.2702702702702703,1
AGTRAP,4,0.16666666666666666,0
GNB3,93,0.23071528751753156,0
ADCY2,62,0.239555790586991,1
ADCY3,77,0.19480519480519481,1
ADCY1,64,0.28075396825396826,1
ADCY4,66,0.2783216783216783,1
ADCY8,76,0.23894736842105263,1
ADCY7,69,0.2514919011082694,1
GNB4,68,0.3305531167690957,0
GNB5,78,0.27938727938727936,0
ADCY10,35,0.16134453781512606,1
ADCY9,73,0.2675038051750381,1
GNB2,76,0.3063157894736842,0
DRD2,60,0.20282485875706216,1
GNG3,40,0.48717948717948717,0
GNG4,45,0.4202020202020202,0
ADCY5,93,0.2064048620850865,1
DAGLB,7,0.9047619047619048,0
DAGLA,10,0.6444444444444445,0
NAPEPLD,13,0.46153846153846156,0
MGLL,41,0.19634146341463415,0
ADCY6,64,0.29216269841269843,1
CNRIP1,1,0.0,0
HTR2A,29,0.270935960591133,1
HCRT,39,0.24561403508771928,1
OXCT1,16,0.725,0
AACS,13,0.7051282051282052,0
OXCT2,15,0.7333333333333333,0
BDH1,8,0.9285714285714286,1
GGPS1,28,0.4126984126984127,1
PMVK,16,0.8416666666666667,0
HSDL2,49,0.272108843537415,0
SCP2,44,0.25158562367864695,0
HIBCH,47,0.40888066604995377,0
ECI2,29,0.47783251231527096,0
ACOX3,54,0.35429769392033544,0
HADH,39,0.3427800269905533,1
ETFA,43,0.292358803986711,0
NELFB,28,0.783068783068783,0
NPAT,1,0.0,0
CRYL1,15,0.3142857142857143,0
XYLB,12,0.36363636363636365,0
RPEL1,14,0.7692307692307693,0
RPE,18,0.673202614379085,0
GAPDHS,31,0.5118279569892473,1
BPGM,30,0.7540229885057471,0
FBP1,45,0.3202020202020202,1
HK2,64,0.29563492063492064,0
HK3,53,0.353410740203193,0
HK1,59,0.3337229690239626,0
PGD,33,0.35984848484848486,1
FBP2,28,0.5793650793650794,0
PRPS1,14,0.5384615384615384,0
PRPS1L1,11,0.6909090909090909,0
PRPS2,12,0.6363636363636364,0
RBKS,13,0.5769230769230769,0
TPK1,18,0.13725490196078433,1
HTR2B,19,0.42105263157894735,1
ADRA1D,19,0.39766081871345027,1
SERPINE1,68,0.2295873573309921,1
ACE,56,0.15584415584415584,1
APLN,9,0.6944444444444444,0
AVPR2,26,0.2123076923076923,1
MAS1L,5,1.0,0
AGTR2,12,0.48484848484848486,1
ACE2,59,0.13383985973115137,1
ATP6AP2,38,0.6130867709815079,0
RAB5A,16,0.2833333333333333,0
PTGFR,10,0.28888888888888886,1
APP,179,0.07865168539325842,1
GRK5,14,0.4175824175824176,0
SAG,29,0.15763546798029557,0
NME3,42,0.5481997677119629,0
GUCY1B1,30,0.3425287356321839,1
AK7,28,0.6428571428571429,0
AK8,30,0.5172413793103449,0
AK5,33,0.5208333333333334,0
NME7,88,0.28631138975966564,0
NME4,43,0.5348837209302325,0
AK9,75,0.28612612612612615,0
HDDC3,23,0.691699604743083,0
NME1-NME2,40,0.5551282051282052,0
NME1,53,0.3316400580551524,1
GUCY1A1,29,0.3448275862068966,1
RPL5,204,0.3451656524678837,0
NOS2,34,0.3048128342245989,1
IFNG,277,0.1539528069900068,1
STAT6,56,0.38961038961038963,0
CALM1,78,0.10456210456210456,1
FLAD1,17,0.13970588235294118,0
AKT3,78,0.20912420912420912,1
AKT2,88,0.211337513061651,1
SPSB1,1,0.0,0
SPSB2,1,0.0,0
GLRB,6,0.4,1
NBEA,3,0.3333333333333333,0
GLRA1,7,0.42857142857142855,1
ARHGEF9,14,0.26373626373626374,0
SLC6A5,8,0.35714285714285715,0
GLRA3,2,0.0,1
GPHN,42,0.08362369337979095,1
DAO,23,0.31225296442687744,1
HOGA1,9,0.5,0
HAO2,20,0.18421052631578946,1
HAO1,31,0.11827956989247312,1
GNMT,21,0.5142857142857142,1
SARDH,22,0.5627705627705628,0
ACSS3,25,0.7833333333333333,0
ECHDC1,31,0.6365591397849463,0
DDAH1,2,0.0,1
UPB1,20,0.5263157894736842,0
ABAT,36,0.4873015873015873,1
HIBADH,22,0.8225108225108225,1
PDZD11,23,0.7549407114624506,0
SLC5A6,1,0.0,1
EPHA8,12,0.5303030303030303,1
EPHB4,22,0.45021645021645024,1
ABL1,91,0.1413919413919414,1
DOK1,6,0.13333333333333333,0
EVPL,19,0.47953216374269003,0
CRKL,65,0.3269230769230769,0
RAC2,96,0.1537280701754386,1
